opp_id,account_id,close_date,stage,status,product_line,deal_size_eur,competitor,win_loss_reason_code,win_loss_notes
OPP_000605,ACC_NL_0022,2022-10-25,Closed Won,won,Middle Office,3887425,,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000606,ACC_IT_0099,2023-05-03,Closed Won,won,AIFM,887748,Competitor C,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000607,ACC_FR_0014,2025-08-08,Proposal,,Fund Admin,736354,,,
OPP_000608,ACC_IT_0103,2024-09-02,Proposal,,Regulatory,1424965,Competitor B,,
OPP_000609,ACC_LU_0098,2025-10-31,Closed Lost,lost,Depositary,260467,,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000610,ACC_IT_0004,2023-08-15,Closed Lost,lost,Middle Office,3553220,Competitor A,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000611,ACC_LU_0025,2024-12-24,Closed Won,won,ESG Reporting,4631189,Competitor C,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000612,ACC_FR_0086,2023-07-08,Proposal,,Fund Admin,1649047,,,
OPP_000613,ACC_IT_0119,2025-10-14,Closed Lost,lost,AIFM,803930,Competitor B,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000614,ACC_NL_0081,2025-01-26,Prospecting,,Fund Admin,1255949,Competitor A,,
OPP_000615,ACC_NL_0106,2022-07-20,Closed Won,won,Depositary,368153,Competitor C,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000616,ACC_LU_0065,2023-01-31,Prospecting,,ESG Reporting,183314,Competitor B,,
OPP_000617,ACC_NL_0032,2025-12-21,Closed Lost,lost,ESG Reporting,1084582,Competitor B,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000618,ACC_NL_0029,2025-11-25,Proposal,,Depositary,727085,Competitor A,,
OPP_000619,ACC_IT_0117,2023-07-21,Closed Lost,lost,Depositary,284850,Competitor A,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000620,ACC_NL_0071,2022-05-08,Negotiation,,Depositary,4981813,Competitor C,,
OPP_000621,ACC_NL_0068,2022-12-31,Closed Won,won,AIFM,934937,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000622,ACC_IT_0126,2022-08-11,Prospecting,,Middle Office,1482739,Competitor A,,
OPP_000623,ACC_NL_0114,2026-01-05,Proposal,,Fund Admin,828137,Competitor C,,
OPP_000624,ACC_IT_0115,2022-02-08,Closed Lost,lost,Regulatory,3381508,Competitor A,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000625,ACC_IT_0100,2023-06-30,Proposal,,Depositary,1361695,Competitor A,,
OPP_000626,ACC_FR_0132,2025-12-20,Closed Lost,lost,Middle Office,682283,Competitor A,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000627,ACC_FR_0139,2023-04-08,Prospecting,,Regulatory,4180894,,,
OPP_000628,ACC_NL_0032,2025-03-07,Closed Won,won,Depositary,3568260,,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000629,ACC_LU_0015,2025-07-18,Closed Lost,lost,Depositary,2905818,Competitor C,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000630,ACC_LU_0021,2024-07-30,Closed Lost,lost,Regulatory,1414042,Competitor A,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000631,ACC_IT_0099,2025-09-15,Proposal,,Regulatory,615651,Competitor A,,
OPP_000632,ACC_IT_0092,2024-09-23,Prospecting,,Regulatory,2470926,Competitor B,,
OPP_000633,ACC_LU_0036,2022-03-15,Proposal,,Regulatory,1494756,Competitor B,,
OPP_000634,ACC_IT_0126,2024-03-07,Prospecting,,ESG Reporting,3395334,,,
OPP_000635,ACC_LU_0137,2024-07-09,Closed Lost,lost,Fund Admin,541963,Competitor C,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000636,ACC_LU_0011,2024-04-10,Prospecting,,Regulatory,1017608,,,
OPP_000637,ACC_FR_0138,2022-11-02,Closed Lost,lost,Fund Admin,665949,Competitor B,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000638,ACC_IT_0126,2025-09-01,Prospecting,,ESG Reporting,706107,Competitor B,,
OPP_000639,ACC_IT_0004,2022-12-19,Closed Won,won,Fund Admin,2552830,Competitor B,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000640,ACC_FR_0017,2022-08-06,Prospecting,,ESG Reporting,1208804,Competitor B,,
OPP_000641,ACC_FR_0017,2023-02-20,Closed Won,won,Depositary,225163,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000642,ACC_LU_0083,2023-03-13,Closed Lost,lost,AIFM,2009766,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000643,ACC_NL_0071,2022-10-17,Closed Lost,lost,Regulatory,2164673,Competitor B,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000644,ACC_IT_0113,2023-05-14,Closed Lost,lost,AIFM,194953,,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000645,ACC_NL_0041,2022-02-02,Closed Lost,lost,Fund Admin,60474,Competitor A,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000646,ACC_NL_0073,2024-05-02,Closed Won,won,Regulatory,1071015,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000647,ACC_LU_0070,2024-12-07,Closed Won,won,AIFM,3247420,Competitor A,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000648,ACC_IT_0047,2026-01-08,Closed Won,won,Regulatory,1248401,Competitor C,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000649,ACC_LU_0090,2024-05-07,Prospecting,,AIFM,328259,Competitor A,,
OPP_000650,ACC_NL_0093,2025-01-10,Closed Won,won,Regulatory,1006024,Competitor C,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000651,ACC_FR_0014,2023-02-01,Prospecting,,AIFM,3583596,,,
OPP_000652,ACC_IT_0128,2022-12-28,Proposal,,Fund Admin,743124,Competitor C,,
OPP_000653,ACC_NL_0073,2023-03-06,Closed Won,won,ESG Reporting,4123191,,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000654,ACC_NL_0012,2022-08-02,Closed Lost,lost,AIFM,279166,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000655,ACC_LU_0125,2024-11-20,Prospecting,,AIFM,3746313,Competitor C,,
OPP_000656,ACC_IT_0108,2023-02-12,Closed Lost,lost,AIFM,1179514,Competitor C,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000657,ACC_FR_0059,2022-07-20,Proposal,,Middle Office,4414488,,,
OPP_000658,ACC_LU_0057,2022-05-31,Closed Won,won,Fund Admin,4507199,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000659,ACC_NL_0056,2025-06-02,Closed Won,won,Depositary,247786,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000660,ACC_IT_0092,2023-07-07,Proposal,,AIFM,644425,Competitor A,,
OPP_000661,ACC_LU_0072,2022-10-07,Prospecting,,Middle Office,2563605,Competitor B,,
OPP_000662,ACC_NL_0088,2023-03-27,Closed Lost,lost,AIFM,4052961,Competitor B,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000663,ACC_LU_0148,2025-02-06,Closed Lost,lost,Middle Office,1292611,,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000664,ACC_NL_0056,2025-04-26,Closed Won,won,Depositary,71030,,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000665,ACC_IT_0064,2023-05-23,Negotiation,,ESG Reporting,372489,Competitor B,,
OPP_000666,ACC_NL_0147,2022-01-11,Closed Won,won,Fund Admin,4960730,Competitor A,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000667,ACC_NL_0109,2024-12-23,Closed Won,won,Middle Office,2728782,Competitor A,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000668,ACC_NL_0143,2022-01-26,Closed Won,won,AIFM,1097204,Competitor C,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000669,ACC_IT_0062,2025-08-19,Closed Lost,lost,Middle Office,3510660,Competitor B,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000670,ACC_LU_0118,2025-03-14,Closed Lost,lost,Middle Office,2586922,Competitor B,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000671,ACC_FR_0104,2023-01-14,Closed Lost,lost,Regulatory,2589331,Competitor A,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000672,ACC_FR_0019,2024-02-28,Closed Lost,lost,ESG Reporting,647213,,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000673,ACC_LU_0070,2025-11-30,Closed Lost,lost,ESG Reporting,4075154,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000674,ACC_FR_0086,2026-02-15,Closed Lost,lost,Regulatory,2137957,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000675,ACC_NL_0029,2024-02-24,Negotiation,,ESG Reporting,109267,Competitor C,,
OPP_000676,ACC_IT_0045,2025-08-20,Closed Won,won,ESG Reporting,1078538,Competitor B,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000677,ACC_LU_0036,2023-11-17,Proposal,,Fund Admin,991105,Competitor B,,
OPP_000678,ACC_NL_0058,2023-10-19,Negotiation,,Depositary,780170,,,
OPP_000679,ACC_NL_0071,2022-04-22,Prospecting,,Depositary,2535847,Competitor A,,
OPP_000680,ACC_IT_0121,2025-12-24,Closed Won,won,Depositary,705368,Competitor C,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000681,ACC_FR_0017,2023-01-21,Closed Lost,lost,Fund Admin,166247,Competitor B,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000682,ACC_FR_0074,2022-06-07,Prospecting,,Depositary,1004110,Competitor B,,
OPP_000683,ACC_IT_0128,2022-11-05,Closed Lost,lost,Regulatory,602106,,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000684,ACC_FR_0139,2022-09-28,Closed Won,won,Middle Office,3819691,Competitor A,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000685,ACC_NL_0075,2023-01-23,Prospecting,,AIFM,1260673,Competitor C,,
OPP_000686,ACC_NL_0106,2025-03-31,Negotiation,,Regulatory,1190895,,,
OPP_000687,ACC_NL_0136,2025-01-28,Closed Won,won,ESG Reporting,241333,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000688,ACC_NL_0044,2023-06-17,Proposal,,Depositary,4868258,Competitor A,,
OPP_000689,ACC_NL_0038,2023-12-25,Proposal,,AIFM,947013,Competitor B,,
OPP_000690,ACC_FR_0138,2023-08-08,Proposal,,AIFM,4276992,Competitor B,,
OPP_000691,ACC_LU_0042,2023-05-03,Prospecting,,Depositary,3085363,,,
OPP_000692,ACC_LU_0067,2024-01-28,Proposal,,ESG Reporting,1075344,Competitor C,,
OPP_000693,ACC_LU_0089,2022-10-30,Negotiation,,ESG Reporting,1464425,Competitor C,,
OPP_000694,ACC_NL_0032,2022-02-21,Closed Won,won,AIFM,4765050,Competitor C,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000695,ACC_IT_0040,2022-01-09,Closed Lost,lost,ESG Reporting,530356,Competitor C,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000696,ACC_FR_0122,2023-08-17,Closed Lost,lost,Regulatory,263271,,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000697,ACC_LU_0087,2025-11-12,Prospecting,,Middle Office,1355252,Competitor B,,
OPP_000698,ACC_IT_0142,2022-08-28,Negotiation,,Middle Office,945406,Competitor B,,
OPP_000699,ACC_IT_0115,2024-01-02,Prospecting,,Fund Admin,3236680,Competitor B,,
OPP_000700,ACC_LU_0150,2024-12-14,Proposal,,Depositary,1380720,Competitor A,,
OPP_000701,ACC_FR_0138,2024-07-01,Closed Won,won,ESG Reporting,2274906,,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000702,ACC_NL_0082,2025-05-20,Closed Won,won,Regulatory,2124791,Competitor B,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000703,ACC_FR_0110,2024-01-28,Negotiation,,Fund Admin,462743,Competitor C,,
OPP_000704,ACC_LU_0079,2024-07-01,Closed Lost,lost,AIFM,1105387,,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000705,ACC_LU_0107,2024-06-25,Proposal,,Regulatory,1457022,,,
OPP_000706,ACC_LU_0107,2022-10-13,Closed Lost,lost,Fund Admin,258276,Competitor C,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000707,ACC_FR_0122,2024-12-11,Closed Lost,lost,ESG Reporting,1146365,Competitor A,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000708,ACC_FR_0002,2024-04-18,Closed Won,won,Middle Office,1287018,,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000709,ACC_FR_0146,2022-10-08,Proposal,,Middle Office,1802584,,,
OPP_000710,ACC_LU_0011,2023-09-11,Closed Lost,lost,Middle Office,860957,,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000711,ACC_NL_0058,2022-02-24,Closed Lost,lost,Depositary,485245,,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000712,ACC_NL_0032,2025-09-01,Closed Won,won,Middle Office,1307175,Competitor B,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000713,ACC_NL_0008,2022-09-02,Closed Lost,lost,Fund Admin,918392,Competitor C,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000714,ACC_NL_0149,2024-09-11,Closed Won,won,Regulatory,1044573,Competitor A,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000715,ACC_LU_0096,2024-11-15,Closed Lost,lost,Depositary,286128,Competitor A,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000716,ACC_NL_0038,2023-10-17,Closed Won,won,Depositary,286797,Competitor C,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000717,ACC_NL_0093,2024-05-09,Closed Won,won,Fund Admin,470291,Competitor A,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000718,ACC_FR_0132,2023-02-01,Closed Lost,lost,Fund Admin,918205,Competitor B,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000719,ACC_IT_0140,2023-10-23,Closed Lost,lost,Depositary,1043893,Competitor C,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000720,ACC_LU_0025,2024-12-30,Closed Won,won,Fund Admin,1116272,Competitor C,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000721,ACC_LU_0096,2024-09-20,Closed Won,won,Fund Admin,365920,Competitor B,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000722,ACC_LU_0049,2025-02-18,Closed Won,won,ESG Reporting,3706462,Competitor A,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000723,ACC_LU_0107,2024-08-01,Closed Lost,lost,AIFM,1388944,,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000724,ACC_LU_0090,2023-10-01,Closed Won,won,Middle Office,1340103,Competitor C,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000725,ACC_IT_0045,2025-12-24,Negotiation,,Regulatory,1231132,Competitor B,,
OPP_000726,ACC_NL_0033,2025-11-22,Prospecting,,AIFM,495771,Competitor B,,
OPP_000727,ACC_FR_0034,2022-06-10,Closed Won,won,Fund Admin,584628,,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000728,ACC_NL_0111,2022-03-29,Proposal,,Fund Admin,1199930,Competitor A,,
OPP_000729,ACC_IT_0121,2022-09-01,Closed Lost,lost,Fund Admin,487386,Competitor A,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000730,ACC_LU_0025,2022-09-11,Closed Lost,lost,ESG Reporting,4555286,Competitor B,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000731,ACC_LU_0090,2022-03-01,Prospecting,,Regulatory,1415675,Competitor C,,
OPP_000732,ACC_IT_0091,2022-11-25,Closed Lost,lost,AIFM,2772091,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000733,ACC_LU_0026,2025-03-30,Closed Lost,lost,AIFM,1087926,Competitor C,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000734,ACC_NL_0044,2025-01-05,Prospecting,,Regulatory,944085,Competitor B,,
OPP_000735,ACC_FR_0130,2025-12-20,Closed Won,won,AIFM,2478496,Competitor A,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000736,ACC_IT_0047,2023-12-28,Closed Lost,lost,AIFM,795663,,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000737,ACC_NL_0029,2023-10-06,Prospecting,,Fund Admin,803604,,,
OPP_000738,ACC_NL_0093,2025-12-14,Proposal,,Regulatory,108882,Competitor C,,
OPP_000739,ACC_NL_0127,2022-08-25,Negotiation,,Middle Office,3201752,Competitor C,,
OPP_000740,ACC_NL_0114,2023-04-08,Closed Won,won,Middle Office,1349532,Competitor A,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000741,ACC_FR_0122,2025-10-22,Negotiation,,Fund Admin,1498148,,,
OPP_000742,ACC_NL_0027,2024-03-22,Closed Won,won,Fund Admin,1145154,,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000743,ACC_NL_0027,2026-02-27,Closed Lost,lost,Fund Admin,2136694,Competitor B,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000744,ACC_LU_0087,2023-02-15,Closed Won,won,Fund Admin,387660,,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000745,ACC_IT_0128,2023-07-25,Closed Lost,lost,ESG Reporting,1728377,,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000746,ACC_IT_0092,2024-09-01,Closed Won,won,Middle Office,2801365,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000747,ACC_IT_0117,2022-08-10,Prospecting,,Middle Office,771046,Competitor B,,
OPP_000748,ACC_NL_0008,2022-07-23,Closed Lost,lost,Middle Office,1033255,Competitor B,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000749,ACC_LU_0098,2025-05-23,Closed Won,won,Depositary,951851,Competitor A,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000750,ACC_FR_0020,2025-09-15,Closed Lost,lost,Middle Office,342801,,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000751,ACC_IT_0126,2024-10-30,Proposal,,Depositary,4142667,Competitor A,,
OPP_000752,ACC_LU_0009,2024-05-31,Closed Lost,lost,Middle Office,702667,,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000753,ACC_NL_0114,2024-07-30,Prospecting,,AIFM,3004999,Competitor C,,
OPP_000754,ACC_FR_0043,2024-10-03,Closed Won,won,Regulatory,2250862,Competitor A,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000755,ACC_FR_0146,2025-10-14,Closed Won,won,Regulatory,2927265,,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000756,ACC_FR_0122,2025-02-25,Closed Lost,lost,Fund Admin,617507,,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000757,ACC_NL_0097,2025-06-17,Closed Won,won,Depositary,139064,Competitor A,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000758,ACC_NL_0033,2024-01-21,Negotiation,,Regulatory,896752,Competitor C,,
OPP_000759,ACC_LU_0098,2022-07-19,Closed Won,won,Middle Office,559340,Competitor B,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000760,ACC_IT_0064,2023-04-26,Closed Won,won,Fund Admin,1370064,Competitor A,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000761,ACC_LU_0079,2022-08-23,Negotiation,,Fund Admin,830704,Competitor A,,
OPP_000762,ACC_LU_0118,2025-09-09,Closed Lost,lost,ESG Reporting,4556344,Competitor C,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000763,ACC_NL_0006,2025-11-26,Closed Won,won,Depositary,597719,,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000764,ACC_LU_0083,2025-03-18,Prospecting,,Middle Office,950255,Competitor B,,
OPP_000765,ACC_LU_0087,2024-10-14,Closed Won,won,AIFM,941500,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000766,ACC_NL_0112,2023-02-18,Closed Won,won,ESG Reporting,360416,Competitor C,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000767,ACC_LU_0013,2023-09-01,Closed Lost,lost,AIFM,3310575,Competitor A,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000768,ACC_NL_0149,2022-07-14,Closed Won,won,Fund Admin,871321,,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000769,ACC_FR_0110,2023-03-06,Negotiation,,Fund Admin,994728,Competitor C,,
OPP_000770,ACC_FR_0130,2023-09-07,Closed Won,won,Depositary,1400346,,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000771,ACC_LU_0065,2025-07-03,Closed Won,won,AIFM,1327300,Competitor B,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000772,ACC_LU_0148,2024-10-19,Proposal,,Regulatory,1410249,Competitor C,,
OPP_000773,ACC_LU_0137,2025-06-12,Closed Lost,lost,ESG Reporting,1103591,Competitor A,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000774,ACC_NL_0134,2023-02-15,Negotiation,,AIFM,398542,Competitor C,,
OPP_000775,ACC_NL_0112,2024-04-20,Negotiation,,Fund Admin,969194,,,
OPP_000776,ACC_FR_0069,2023-08-11,Closed Won,won,Regulatory,921786,,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000777,ACC_IT_0062,2022-08-21,Prospecting,,Fund Admin,1605139,Competitor C,,
OPP_000778,ACC_IT_0119,2024-09-21,Closed Won,won,Middle Office,988036,Competitor A,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000779,ACC_FR_0052,2022-11-23,Proposal,,Fund Admin,424675,Competitor C,,
OPP_000780,ACC_IT_0141,2022-12-27,Closed Won,won,Regulatory,754470,Competitor A,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000781,ACC_LU_0015,2022-06-21,Negotiation,,Depositary,4402273,,,
OPP_000782,ACC_LU_0094,2025-10-07,Closed Won,won,Middle Office,1417585,Competitor B,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000783,ACC_NL_0061,2022-08-18,Closed Won,won,Fund Admin,2848809,Competitor C,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000784,ACC_IT_0128,2022-07-04,Proposal,,Fund Admin,3979358,Competitor C,,
OPP_000785,ACC_LU_0085,2025-04-11,Closed Lost,lost,Middle Office,366112,Competitor A,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000786,ACC_IT_0045,2023-03-15,Closed Lost,lost,Middle Office,418743,Competitor A,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000787,ACC_IT_0126,2024-12-28,Negotiation,,Fund Admin,1924204,,,
OPP_000788,ACC_FR_0122,2025-10-30,Proposal,,Depositary,1325178,Competitor B,,
OPP_000789,ACC_NL_0093,2024-08-31,Closed Lost,lost,Fund Admin,985826,Competitor A,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000790,ACC_FR_0014,2025-11-15,Closed Lost,lost,Depositary,2987275,Competitor C,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000791,ACC_NL_0093,2025-11-04,Prospecting,,AIFM,1293588,,,
OPP_000792,ACC_NL_0003,2024-03-15,Closed Lost,lost,Depositary,906126,Competitor B,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000793,ACC_NL_0077,2023-03-07,Closed Lost,lost,Middle Office,3341087,,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000794,ACC_LU_0009,2023-07-16,Closed Lost,lost,Middle Office,1118565,Competitor C,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000795,ACC_NL_0109,2022-07-25,Closed Lost,lost,ESG Reporting,798652,,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000796,ACC_IT_0141,2026-02-19,Negotiation,,Regulatory,89658,Competitor A,,
OPP_000797,ACC_IT_0048,2025-07-14,Closed Won,won,Fund Admin,2302978,Competitor C,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000798,ACC_NL_0081,2025-03-25,Prospecting,,AIFM,411925,Competitor B,,
OPP_000799,ACC_NL_0106,2023-10-17,Closed Won,won,Depositary,301544,Competitor C,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000800,ACC_NL_0073,2023-02-11,Prospecting,,Depositary,1318501,,,
